task_id	pallet_id	pallet_x	pallet_y	station_x	station_y	reload_x	reload_y
68	584	32	12	41	14	2	6
69	491	28	5	41	27	2	14
70	448	25	9	41	11	2	29
71	42	5	30	41	10	2	4
72	232	15	15	41	29	2	6
73	607	33	14	41	20	2	17
74	261	16	26	41	22	2	6
75	55	6	17	41	6	2	18
76	529	29	29	41	25	2	0
77	492	28	6	41	21	2	5
78	114	9	6	41	17	2	5
79	511	29	2	41	21	2	15
80	683	36	29	41	19	2	18
81	365	21	17	41	20	2	27
82	418	23	30	41	4	2	18
83	205	13	11	41	19	2	0
84	285	17	29	41	10	2	18
85	461	25	29	41	3	2	16
86	123	9	20	41	31	2	15
87	297	18	14	41	13	2	8
88	488	28	0	41	22	2	20
89	81	7	23	41	13	2	20
90	396	22	30	41	23	2	23
91	22	5	0	41	15	2	28
92	38	5	24	41	28	2	10
93	231	15	14	41	2	2	11
94	531	29	32	41	27	2	29
95	1	4	2	41	1	2	29
96	278	17	18	41	18	2	14
97	209	13	17	41	31	2	30
98	169	11	23	41	31	2	18
99	500	28	18	41	28	2	30
100	647	35	8	41	19	2	24
101	609	33	17	41	8	2	9
102	349	20	26	41	1	2	26
103	521	29	17	41	23	2	7
104	489	28	2	41	8	2	27
105	106	8	27	41	25	2	29
106	40	5	27	41	26	2	6
107	66	7	0	41	8	2	21
108	204	13	9	41	6	2	12
109	431	24	17	41	28	2	26
110	252	16	12	41	3	2	5
111	302	18	21	41	24	2	29
112	383	22	11	41	7	2	22
113	318	19	12	41	2	2	10
114	522	29	18	41	4	2	13
115	259	16	23	41	25	2	2
116	401	23	5	41	2	2	1
117	447	25	8	41	18	2	13
118	516	29	9	41	16	2	20
119	149	10	26	41	29	2	27
120	709	38	30	41	20	2	24
121	445	25	5	41	18	2	20
122	326	19	24	41	23	2	15
123	263	16	29	41	22	2	26
124	9	4	14	41	1	2	22
125	178	12	3	41	26	2	28
126	28	5	9	41	28	2	17
127	415	23	26	41	12	2	6
128	420	24	0	41	26	2	14
129	692	37	9	41	16	2	24
130	170	11	24	41	28	2	25
131	266	17	0	41	5	2	24
132	553	30	32	41	24	2	19
133	676	36	18	41	14	2	6
134	332	20	0	41	18	2	25
135	681	36	26	41	16	2	9
136	10	4	15	41	8	2	14
137	11	4	17	41	1	2	8
138	538	30	9	41	19	2	2
139	430	24	15	41	23	2	19
140	632	34	18	41	16	2	5
141	179	12	5	41	27	2	27
142	118	9	12	41	20	2	28
143	84	7	27	41	7	2	4
144	443	25	2	41	21	2	23
145	348	20	24	41	8	2	3
146	393	22	26	41	19	2	9
147	254	16	15	41	10	2	15
148	580	32	6	41	13	2	28
149	240	15	27	41	2	2	27
150	196	12	30	41	4	2	8
151	404	23	9	41	12	2	2
152	319	19	14	41	3	2	2
153	436	24	24	41	24	2	12
154	663	35	32	41	17	2	1
155	307	18	29	41	19	2	0
156	43	5	32	41	15	2	30
157	175	11	32	41	21	2	11
158	6	4	9	41	7	2	26
159	35	5	20	41	9	2	0
160	276	17	15	41	15	2	19
161	678	36	21	41	27	2	10
162	459	25	26	41	15	2	8
163	589	32	20	41	31	2	7
164	221	14	32	41	5	2	15
165	391	22	23	41	17	2	18
166	458	25	24	41	23	2	14
167	467	27	2	41	26	2	29
168	85	7	29	41	26	2	15
169	655	35	20	41	30	2	16
170	462	25	30	41	26	2	19
171	182	12	9	41	1	2	15
172	68	7	3	41	3	2	3
173	651	35	14	41	27	2	29
174	468	27	3	41	6	2	12
175	339	20	11	41	20	2	23
176	33	5	17	41	30	2	14
177	212	13	21	41	16	2	9
178	321	19	17	41	11	2	28
179	112	9	3	41	30	2	8
180	233	15	17	41	30	2	18
181	526	29	24	41	23	2	17
182	605	33	11	41	21	2	15
183	438	24	27	41	27	2	12
184	47	6	5	41	21	2	8
185	512	29	3	41	18	2	10
186	363	21	14	41	24	2	27
187	437	24	26	41	4	2	9
188	215	13	26	41	31	2	15
189	530	29	30	41	24	2	2
190	122	9	18	41	23	2	13
191	450	25	12	41	13	2	6
192	24	5	3	41	16	2	21
193	601	33	5	41	12	2	18
194	588	32	18	41	21	2	26
195	197	12	32	41	3	2	22
196	331	19	32	41	2	2	17
197	345	20	20	41	28	2	30
198	322	19	18	41	29	2	26
199	192	12	24	41	17	2	20
200	3	4	5	41	6	2	15
201	502	28	21	41	10	2	16
202	310	19	0	41	31	2	2
203	622	34	3	41	14	2	19
204	446	25	6	41	28	2	12
205	320	19	15	41	5	2	29
206	552	30	30	41	24	2	3
207	138	10	9	41	15	2	11
208	697	37	17	41	21	2	6
209	519	29	14	41	26	2	10
210	129	9	29	41	15	2	22
211	8	4	12	41	28	2	21
212	558	31	6	41	4	2	11
213	287	17	32	41	24	2	12
214	189	12	20	41	3	2	26
215	340	20	12	41	26	2	7
216	618	33	30	41	17	2	2
217	388	22	18	41	22	2	10
218	712	39	32	41	11	2	24
219	353	20	32	41	16	2	11
220	556	31	3	41	25	2	17
221	324	19	21	41	30	2	15
222	507	28	29	41	22	2	20
223	561	31	11	41	29	2	27
224	288	18	0	41	31	2	26
225	243	15	32	41	7	2	5
226	621	34	2	41	4	2	20
227	333	20	2	41	3	2	21
228	373	21	29	41	12	2	21
229	384	22	12	41	18	2	8
230	625	34	8	41	9	2	24
231	582	32	9	41	26	2	15
232	154	11	0	41	25	2	16
233	291	18	5	41	26	2	20
234	623	34	5	41	14	2	4
235	710	38	32	41	21	2	16
236	219	13	32	41	1	2	4
237	479	27	20	41	30	2	30
238	300	18	18	41	7	2	9
239	181	12	8	41	15	2	13
240	513	29	5	41	13	2	6
241	89	8	2	41	26	2	22
242	484	27	27	41	20	2	23
243	295	18	11	41	26	2	22
244	262	16	27	41	12	2	6
245	151	10	29	41	16	2	29
246	390	22	21	41	25	2	13
247	293	18	8	41	28	2	7
248	551	30	29	41	3	2	5
249	202	13	6	41	20	2	23
250	145	10	20	41	7	2	25
251	449	25	11	41	16	2	9
252	265	16	32	41	29	2	17
253	389	22	20	41	17	2	0
254	229	15	11	41	20	2	9
255	483	27	26	41	26	2	27
256	592	32	24	41	1	2	28
257	272	17	9	41	22	2	1
258	91	8	5	41	25	2	29
259	615	33	26	41	29	2	6
260	207	13	14	41	19	2	26
261	666	36	3	41	11	2	8
262	457	25	23	41	8	2	15
263	571	31	26	41	22	2	24
264	560	31	9	41	21	2	24
265	435	24	23	41	21	2	16
266	137	10	8	41	12	2	30
267	305	18	26	41	31	2	22
268	672	36	12	41	27	2	22
269	674	36	15	41	5	2	25
270	546	30	21	41	16	2	18
271	616	33	27	41	2	2	19
272	602	33	6	41	29	2	8
273	308	18	30	41	15	2	24
274	147	10	23	41	3	2	10
275	88	8	0	41	9	2	2
276	555	31	2	41	1	2	3
277	247	16	5	41	8	2	13
278	26	5	6	41	11	2	13
279	143	10	17	41	8	2	7
280	79	7	20	41	3	2	17
281	139	10	11	41	28	2	12
282	581	32	8	41	5	2	23
283	499	28	17	41	27	2	28
284	155	11	2	41	25	2	16
285	286	17	30	41	10	2	2
286	222	15	0	41	27	2	28
287	705	37	29	41	1	2	8
288	473	27	11	41	10	2	17
289	200	13	3	41	30	2	8
290	44	6	0	41	22	2	2
291	677	36	20	41	17	2	8
292	172	11	27	41	9	2	27
293	599	33	2	41	7	2	19
294	574	31	30	41	26	2	26
295	400	23	3	41	19	2	22
296	328	19	27	41	26	2	11
297	156	11	3	41	2	2	15
298	174	11	30	41	20	2	11
299	474	27	12	41	27	2	19
300	503	28	23	41	7	2	23
301	37	5	23	41	15	2	13
302	350	20	27	41	28	2	25
303	70	7	6	41	9	2	22
304	675	36	17	41	13	2	22
305	206	13	12	41	27	2	19
306	15	4	23	41	22	2	0
307	313	19	5	41	6	2	19
308	679	36	23	41	26	2	14
309	117	9	11	41	20	2	15
310	220	14	0	41	6	2	24
311	628	34	12	41	28	2	24
312	466	27	0	41	25	2	1
313	469	27	5	41	1	2	12
314	125	9	23	41	19	2	10
315	670	36	9	41	3	2	2
316	30	5	12	41	16	2	11
317	514	29	6	41	21	2	22
318	180	12	6	41	12	2	30
319	702	37	24	41	12	2	6
320	238	15	24	41	13	2	29
321	225	15	5	41	23	2	1
322	394	22	27	41	31	2	25
323	54	6	15	41	18	2	11
324	634	34	21	41	9	2	18
325	253	16	14	41	11	2	14
326	433	24	20	41	8	2	5
327	536	30	6	41	22	2	1
328	64	6	30	41	7	2	16
329	157	11	5	41	18	2	26
330	417	23	29	41	20	2	5
331	543	30	17	41	18	2	15
332	234	15	18	41	22	2	28
333	96	8	12	41	9	2	14
334	135	10	5	41	24	2	10
335	186	12	15	41	14	2	18
336	509	28	32	41	2	2	1
337	455	25	20	41	14	2	0
338	545	30	20	41	23	2	9
339	115	9	8	41	28	2	28
340	195	12	29	41	4	2	22
341	525	29	23	41	10	2	2
342	80	7	21	41	22	2	9
343	565	31	17	41	23	2	10
344	554	31	0	41	12	2	26
345	342	20	15	41	18	2	5
346	619	33	32	41	27	2	30
347	18	4	27	41	8	2	3
348	421	24	2	41	31	2	7
349	299	18	17	41	19	2	6
350	406	23	12	41	26	2	12
351	5	4	8	41	22	2	3
352	613	33	23	41	28	2	0
353	329	19	29	41	27	2	15
354	152	10	30	41	1	2	2
355	110	9	0	41	20	2	18
356	356	21	3	41	25	2	9
357	441	24	32	41	9	2	15
358	635	34	23	41	4	2	15
359	688	37	3	41	18	2	3
360	659	35	26	41	25	2	29
361	344	20	18	41	16	2	10
362	454	25	18	41	13	2	7
363	144	10	18	41	4	2	18
364	395	22	29	41	4	2	4
365	637	34	26	41	26	2	11
366	360	21	9	41	26	2	26
367	464	26	0	41	3	2	7
368	648	35	9	41	22	2	24
369	27	5	8	41	17	2	23
370	590	32	21	41	14	2	24
371	419	23	32	41	3	2	15
372	242	15	30	41	12	2	28
373	249	16	8	41	31	2	8
374	7	4	11	41	26	2	20
375	49	6	8	41	13	2	28
376	541	30	14	41	5	2	6
377	432	24	18	41	4	2	6
378	604	33	9	41	18	2	29
379	107	8	29	41	23	2	23
380	614	33	24	41	24	2	15
381	528	29	27	41	24	2	17
382	226	15	6	41	20	2	13
383	687	37	2	41	22	2	23
384	102	8	21	41	23	2	4
385	371	21	26	41	31	2	24
386	407	23	14	41	19	2	13
387	539	30	11	41	29	2	8
388	304	18	24	41	24	2	22
389	280	17	21	41	30	2	15
390	258	16	21	41	1	2	27
391	72	7	9	41	11	2	8
392	31	5	14	41	9	2	11
393	312	19	3	41	20	2	0
394	535	30	5	41	31	2	20
395	595	32	29	41	31	2	14
396	583	32	11	41	4	2	6
397	208	13	15	41	14	2	21
398	315	19	8	41	6	2	11
399	127	9	26	41	30	2	0
400	275	17	14	41	16	2	27
401	408	23	15	41	31	2	0
402	83	7	26	41	8	2	11
403	460	25	27	41	25	2	8
404	113	9	5	41	23	2	26
405	369	21	23	41	27	2	12
406	364	21	15	41	10	2	0
407	428	24	12	41	15	2	26
408	274	17	12	41	4	2	0
409	119	9	14	41	28	2	1
410	482	27	24	41	21	2	7
411	77	7	17	41	12	2	0
412	577	32	2	41	9	2	6
413	644	35	3	41	20	2	30
414	211	13	20	41	23	2	27
415	596	32	30	41	20	2	20
416	95	8	11	41	28	2	6
417	399	23	2	41	24	2	22
418	680	36	24	41	24	2	24
419	74	7	12	41	29	2	25
420	61	6	26	41	18	2	29
421	223	15	2	41	4	2	1
422	593	32	26	41	25	2	5
423	548	30	24	41	30	2	30
424	352	20	30	41	3	2	24
425	403	23	8	41	29	2	16
426	56	6	18	41	11	2	10
427	533	30	2	41	17	2	30
428	173	11	29	41	13	2	1
429	190	12	21	41	19	2	24
430	456	25	21	41	1	2	12
431	586	32	15	41	25	2	23
432	517	29	11	41	20	2	17
433	550	30	27	41	27	2	3
434	32	5	15	41	27	2	17
435	100	8	18	41	27	2	8
436	375	21	32	41	22	2	26
437	184	12	12	41	22	2	19
438	649	35	11	41	24	2	2
439	426	24	9	41	1	2	17
440	273	17	11	41	13	2	16
441	568	31	21	41	26	2	21
442	75	7	14	41	23	2	30
443	166	11	18	41	3	2	25
444	378	22	3	41	10	2	0
445	65	6	32	41	14	2	24
446	700	37	21	41	22	2	25
447	501	28	20	41	15	2	1
448	228	15	9	41	12	2	24
449	578	32	3	41	29	2	19
450	13	4	20	41	1	2	18
451	140	10	12	41	18	2	6
452	34	5	18	41	8	2	8
453	224	15	3	41	29	2	16
454	346	20	21	41	29	2	8
455	372	21	27	41	13	2	12
456	671	36	11	41	28	2	23
457	109	8	32	41	15	2	17
458	631	34	17	41	16	2	1
459	564	31	15	41	13	2	28
460	410	23	18	41	5	2	12
461	638	34	27	41	21	2	17
462	203	13	8	41	22	2	21
463	343	20	17	41	14	2	24
464	105	8	26	41	22	2	16
465	45	6	2	41	26	2	12
466	409	23	17	41	27	2	30
467	260	16	24	41	1	2	4
468	245	16	2	41	23	2	2
469	506	28	27	41	25	2	19
470	701	37	23	41	23	2	3
471	237	15	23	41	4	2	17
472	183	12	11	41	18	2	27
473	60	6	24	41	1	2	29
474	633	34	20	41	3	2	21
475	576	32	0	41	14	2	24
476	76	7	15	41	9	2	25
477	303	18	23	41	12	2	28
478	693	37	11	41	6	2	10
479	570	31	24	41	31	2	26
480	685	36	32	41	16	2	5
481	682	36	27	41	11	2	7
482	425	24	8	41	16	2	15
483	168	11	21	41	8	2	15
484	94	8	9	41	2	2	3
485	627	34	11	41	19	2	20
486	444	25	3	41	16	2	25
487	434	24	21	41	18	2	9
488	257	16	20	41	17	2	16
489	562	31	12	41	4	2	24
490	505	28	26	41	9	2	1
491	334	20	3	41	4	2	9
492	39	5	26	41	7	2	9
493	650	35	12	41	14	2	30
494	256	16	18	41	24	2	24
495	14	4	21	41	20	2	3
496	542	30	15	41	20	2	13
497	311	19	2	41	17	2	17
498	4	4	6	41	5	2	16
499	429	24	14	41	16	2	19
500	532	30	0	41	19	2	4
501	463	25	32	41	22	2	5
502	214	13	24	41	29	2	5
503	569	31	23	41	24	2	4
504	171	11	26	41	12	2	8
505	579	32	5	41	23	2	17
506	600	33	3	41	4	2	21
507	338	20	9	41	29	2	27
508	284	17	27	41	26	2	0
509	487	27	32	41	2	2	30
510	630	34	15	41	10	2	14
511	629	34	14	41	21	2	23
512	317	19	11	41	25	2	22
513	188	12	18	41	6	2	1
514	706	37	30	41	30	2	8
515	620	34	0	41	17	2	9
516	351	20	29	41	24	2	3
517	559	31	8	41	18	2	18
518	639	34	29	41	14	2	14
519	608	33	15	41	20	2	22
520	101	8	20	41	25	2	20
521	292	18	6	41	16	2	14
522	496	28	12	41	18	2	10
523	358	21	6	41	19	2	15
524	547	30	23	41	24	2	14
525	59	6	23	41	24	2	17
526	193	12	26	41	8	2	29
527	493	28	8	41	29	2	1
528	213	13	23	41	10	2	18
529	132	10	0	41	22	2	19
530	121	9	17	41	25	2	15
531	62	6	27	41	13	2	14
532	664	36	0	41	17	2	7
533	296	18	12	41	4	2	28
534	416	23	27	41	5	2	1
535	283	17	26	41	5	2	15
536	476	27	15	41	30	2	22
537	640	34	30	41	3	2	23
538	281	17	23	41	3	2	13
539	98	8	15	41	11	2	1
540	465	26	32	41	28	2	25
541	515	29	8	41	16	2	21
542	108	8	30	41	12	2	17
543	264	16	30	41	1	2	20
544	46	6	3	41	16	2	15
545	177	12	2	41	11	2	2
546	527	29	26	41	29	2	28
547	381	22	8	41	27	2	5
548	524	29	21	41	10	2	5
549	612	33	21	41	26	2	17
550	67	7	2	41	12	2	17
551	53	6	14	41	9	2	23
552	17	4	26	41	24	2	18
553	508	28	30	41	11	2	20
554	402	23	6	41	4	2	28
555	690	37	6	41	15	2	18
556	412	23	21	41	12	2	27
557	235	15	20	41	29	2	21
558	136	10	6	41	30	2	18
559	111	9	2	41	23	2	22
560	686	37	0	41	14	2	15
561	611	33	20	41	27	2	17
562	131	9	32	41	25	2	16
563	667	36	5	41	8	2	5
564	703	37	26	41	10	2	19
565	2	4	3	41	3	2	8
566	246	16	3	41	25	2	17
567	642	35	0	41	16	2	30
568	698	37	18	41	11	2	12
569	610	33	18	41	10	2	27
570	442	25	0	41	27	2	19
571	557	31	5	41	6	2	23
572	594	32	27	41	9	2	30
573	354	21	0	41	15	2	0
574	141	10	14	41	9	2	13
575	335	20	5	41	4	2	9
576	86	7	30	41	12	2	22
577	658	35	24	41	1	2	2
578	160	11	9	41	28	2	8
579	270	17	6	41	8	2	18
580	641	34	32	41	11	2	16
581	289	18	2	41	1	2	29
582	130	9	30	41	9	2	6
583	12	4	18	41	29	2	5
584	471	27	8	41	28	2	27
585	661	35	29	41	12	2	3
586	422	24	3	41	25	2	30
587	162	11	12	41	8	2	14
588	708	38	0	41	29	2	18
589	161	11	11	41	20	2	16
590	617	33	29	41	28	2	12
591	164	11	15	41	8	2	6
592	337	20	8	41	25	2	11
593	366	21	18	41	5	2	8
594	518	29	12	41	1	2	27
595	201	13	5	41	7	2	21
596	134	10	3	41	22	2	7
597	439	24	29	41	8	2	20
598	707	37	32	41	4	2	3
599	355	21	2	41	13	2	17
600	694	37	12	41	7	2	30
601	298	18	15	41	18	2	3
602	176	12	0	41	7	2	21
603	510	29	0	41	5	2	10
604	472	27	9	41	17	2	11
605	277	17	17	41	10	2	21
606	216	13	27	41	1	2	17
607	645	35	5	41	26	2	7
608	453	25	17	41	20	2	23
609	120	9	15	41	20	2	9
610	230	15	12	41	2	2	2
611	470	27	6	41	6	2	11
612	397	22	32	41	8	2	22
613	282	17	24	41	27	2	11
614	41	5	29	41	31	2	9
615	626	34	9	41	22	2	0
616	52	6	12	41	31	2	26
617	359	21	8	41	31	2	7
618	662	35	30	41	23	2	1
619	704	37	27	41	8	2	25
620	646	35	6	41	29	2	7
621	336	20	6	41	22	2	10
622	271	17	8	41	20	2	22
623	673	36	14	41	18	2	1
624	486	27	30	41	22	2	15
625	21	4	32	41	30	2	11
626	306	18	27	41	15	2	23
627	414	23	24	41	16	2	3
628	250	16	9	41	25	2	19
629	475	27	14	41	7	2	15
630	78	7	18	41	9	2	13
631	387	22	17	41	13	2	20
632	689	37	5	41	1	2	24
633	382	22	9	41	2	2	8
634	309	18	32	41	18	2	3
635	153	10	32	41	15	2	11
636	413	23	23	41	30	2	9
637	50	6	9	41	18	2	4
638	290	18	3	41	10	2	17
639	504	28	24	41	7	2	0
640	218	13	30	41	28	2	20
641	494	28	9	41	19	2	18
642	268	17	3	41	1	2	30
643	544	30	18	41	5	2	3
644	534	30	3	41	11	2	22
645	657	35	23	41	18	2	27
646	294	18	9	41	28	2	4
647	423	24	5	41	9	2	9
648	20	4	30	41	19	2	20
649	668	36	6	41	2	2	3
650	69	7	5	41	8	2	15
651	142	10	15	41	14	2	13
652	549	30	26	41	14	2	30
653	665	36	2	41	2	2	13
654	217	13	29	41	2	2	10
655	301	18	20	41	29	2	28
656	341	20	14	41	10	2	19
657	133	10	2	41	3	2	15
658	653	35	17	41	18	2	19
659	374	21	30	41	30	2	21
660	325	19	23	41	17	2	1
661	478	27	18	41	18	2	5
662	377	22	2	41	30	2	21
663	104	8	24	41	29	2	18
664	99	8	17	41	31	2	4
665	0	4	0	41	20	2	23
666	279	17	20	41	23	2	1
667	199	13	2	41	19	2	4
668	660	35	27	41	7	2	11
669	90	8	3	41	23	2	3
670	128	9	27	41	12	2	2
671	63	6	29	41	4	2	3
672	227	15	8	41	14	2	18
673	25	5	5	41	16	2	10
674	187	12	17	41	26	2	14
675	695	37	14	41	13	2	22
676	497	28	14	41	14	2	17
677	97	8	14	41	22	2	26
678	191	12	23	41	25	2	2
679	269	17	5	41	11	2	5
680	210	13	18	41	28	2	11
681	572	31	27	41	3	2	3
682	347	20	23	41	5	2	20
683	58	6	21	41	21	2	5
684	92	8	6	41	31	2	24
685	158	11	6	41	21	2	28
686	124	9	21	41	21	2	22
687	380	22	6	41	13	2	25
688	251	16	11	41	29	2	11
689	330	19	30	41	18	2	2
690	194	12	27	41	19	2	25
691	424	24	6	41	1	2	10
692	540	30	12	41	24	2	2
693	248	16	6	41	19	2	10
694	51	6	11	41	26	2	4
695	198	13	0	41	19	2	27
696	185	12	14	41	16	2	14
697	357	21	5	41	7	2	8
698	241	15	29	41	10	2	7
699	624	34	6	41	14	2	2
700	29	5	11	41	5	2	23
701	696	37	15	41	3	2	3
702	684	36	30	41	20	2	27
703	126	9	24	41	16	2	22
704	16	4	24	41	7	2	2
705	57	6	20	41	10	2	5
706	711	39	0	41	17	2	22
707	148	10	24	41	4	2	16
708	652	35	15	41	9	2	15
709	699	37	20	41	8	2	18
710	163	11	14	41	5	2	10
711	490	28	3	41	22	2	9
712	167	11	20	41	6	2	28
713	50	6	9	41	29	2	8
714	239	15	26	41	6	2	22
715	245	16	2	41	9	2	8
716	568	31	21	41	17	2	29
717	686	37	0	41	29	2	25
718	406	23	12	41	29	2	4
719	375	21	32	41	28	2	26
720	536	30	6	41	12	2	18
721	14	4	21	41	25	2	12
722	176	12	0	41	19	2	16
723	54	6	15	41	25	2	8
724	531	29	32	41	5	2	15
725	508	28	30	41	13	2	24
726	575	31	32	41	23	2	2
727	277	17	17	41	19	2	8
728	397	22	32	41	22	2	4
729	365	21	17	41	17	2	25
730	92	8	6	41	20	2	8
731	124	9	21	41	14	2	11
732	594	32	27	41	8	2	15
733	366	21	18	41	2	2	27
734	84	7	27	41	3	2	28
735	648	35	9	41	6	2	6
736	319	19	14	41	18	2	23
737	359	21	8	41	29	2	13
738	692	37	9	41	5	2	20
739	684	36	30	41	6	2	22
740	434	24	21	41	26	2	6
741	12	4	18	41	9	2	20
742	43	5	32	41	9	2	3
743	167	11	20	41	6	2	23
744	421	24	2	41	17	2	15
745	183	12	11	41	5	2	4
746	419	23	32	41	2	2	0
747	683	36	29	41	10	2	9
748	498	28	15	41	9	2	21
749	153	10	32	41	1	2	5
750	151	10	29	41	24	2	7
751	13	4	20	41	16	2	12
752	210	13	18	41	20	2	8
753	398	23	0	41	14	2	29
754	89	8	2	41	31	2	19
755	262	16	27	41	9	2	21
756	57	6	20	41	18	2	8
757	674	36	15	41	23	2	11
758	607	33	14	41	4	2	19
759	88	8	0	41	18	2	29
760	425	24	8	41	24	2	25
761	209	13	17	41	15	2	20
762	601	33	5	41	8	2	21
763	585	32	14	41	10	2	3
764	222	15	0	41	18	2	7
765	520	29	15	41	25	2	12
766	712	39	32	41	20	2	10
767	649	35	11	41	13	2	27
768	690	37	6	41	5	2	17
769	196	12	30	41	4	2	19
770	94	8	9	41	2	2	19
771	444	25	3	41	17	2	25
772	661	35	29	41	28	2	10
773	138	10	9	41	30	2	23
774	416	23	27	41	9	2	3
775	32	5	15	41	11	2	2
776	504	28	24	41	9	2	8
777	429	24	14	41	26	2	6
778	436	24	24	41	17	2	9
779	442	25	0	41	29	2	18
780	348	20	24	41	27	2	30
781	341	20	14	41	23	2	1
782	144	10	18	41	2	2	5
783	430	24	15	41	25	2	13
784	490	28	3	41	4	2	17
785	463	25	32	41	15	2	0
786	669	36	8	41	1	2	21
787	453	25	17	41	14	2	20
788	148	10	24	41	4	2	6
789	571	31	26	41	19	2	11
790	672	36	12	41	15	2	24
791	582	32	9	41	22	2	24
792	418	23	30	41	4	2	19
793	11	4	17	41	16	2	19
794	186	12	15	41	13	2	22
795	0	4	0	41	14	2	25
796	2	4	3	41	19	2	13
797	382	22	9	41	31	2	19
798	284	17	27	41	18	2	6
799	275	17	14	41	24	2	28
800	651	35	14	41	16	2	9
801	256	16	18	41	4	2	7
802	522	29	18	41	2	2	17
803	357	21	5	41	25	2	5
804	494	28	9	41	2	2	26
805	528	29	27	41	16	2	16
806	246	16	3	41	24	2	19
807	666	36	3	41	23	2	18
808	541	30	14	41	1	2	5
809	347	20	23	41	15	2	19
810	535	30	5	41	28	2	7
811	5	4	8	41	2	2	29
812	203	13	8	41	7	2	13
813	76	7	15	41	19	2	25
814	253	16	14	41	2	2	4
815	51	6	11	41	10	2	6
816	401	23	5	41	11	2	9
817	374	21	30	41	7	2	10
818	673	36	14	41	21	2	10
819	420	24	0	41	8	2	8
820	228	15	9	41	27	2	11
821	134	10	3	41	12	2	20
822	133	10	2	41	1	2	22
823	75	7	14	41	22	2	1
824	495	28	11	41	1	2	1
825	404	23	9	41	22	2	6
826	358	21	6	41	6	2	3
827	591	32	23	41	4	2	18
828	115	9	8	41	13	2	19
829	445	25	5	41	28	2	10
830	630	34	15	41	29	2	2
831	678	36	21	41	15	2	1
832	321	19	17	41	2	2	4
833	577	32	2	41	3	2	27
834	501	28	20	41	30	2	6
835	353	20	32	41	1	2	6
836	52	6	12	41	16	2	21
837	513	29	5	41	15	2	29
838	388	22	18	41	5	2	22
839	553	30	32	41	2	2	1
840	312	19	3	41	6	2	28
841	140	10	12	41	10	2	3
842	122	9	18	41	31	2	7
843	40	5	27	41	7	2	5
844	516	29	9	41	13	2	5
845	172	11	27	41	19	2	25
846	608	33	15	41	31	2	25
847	390	22	21	41	29	2	0
848	446	25	6	41	19	2	19
849	123	9	20	41	9	2	9
850	29	5	11	41	30	2	13
851	116	9	9	41	24	2	24
852	584	32	12	41	2	2	10
853	407	23	14	41	31	2	13
854	199	13	2	41	3	2	28
855	111	9	2	41	25	2	30
856	313	19	5	41	31	2	15
857	588	32	18	41	23	2	26
858	212	13	21	41	7	2	20
859	152	10	30	41	27	2	4
860	389	22	20	41	27	2	11
861	383	22	11	41	13	2	0
862	573	31	29	41	7	2	29
863	441	24	32	41	11	2	8
864	619	33	32	41	3	2	1
865	165	11	17	41	20	2	16
866	412	23	21	41	19	2	7
867	310	19	0	41	3	2	24
868	198	13	0	41	2	2	22
869	563	31	14	41	6	2	16
