task_id	pallet_id	pallet_x	pallet_y	station_x	station_y	reload_x	reload_y
237	483	27	0	41	17	2	11
238	349	20	20	41	23	2	26
239	254	16	3	41	23	2	4
240	565	30	29	41	26	2	15
241	507	28	5	41	19	2	1
242	501	27	27	41	20	2	28
243	310	18	24	41	9	2	14
244	401	23	3	41	25	2	2
245	3	4	5	41	11	2	8
246	272	16	31	41	3	2	0
247	259	16	11	41	4	2	7
248	297	18	5	41	14	2	10
249	492	27	14	41	14	2	7
250	243	15	18	41	8	2	2
251	658	35	11	41	18	2	27
252	579	31	18	41	13	2	4
253	138	10	18	41	24	2	26
254	89	8	8	41	29	2	24
255	601	32	20	41	17	2	9
256	651	35	0	41	3	2	26
257	368	21	17	41	29	2	0
258	614	33	8	41	9	2	9
259	546	30	0	41	18	2	29
260	611	33	3	41	9	2	21
261	517	28	20	41	3	2	16
262	385	22	11	41	9	2	8
263	323	19	12	41	28	2	6
264	192	13	5	41	20	2	25
265	205	13	24	41	27	2	18
266	43	6	2	41	23	2	25
267	261	16	14	41	12	2	1
268	444	25	5	41	16	2	19
269	605	32	26	41	12	2	26
270	151	11	6	41	20	2	6
271	178	12	15	41	24	2	14
272	189	13	0	41	14	2	27
273	516	28	18	41	26	2	8
274	219	14	14	41	23	2	12
275	704	37	17	41	23	2	26
276	221	14	17	41	20	2	21
277	106	9	2	41	1	2	5
278	467	26	8	41	20	2	25
279	721	38	11	41	15	2	19
280	168	12	0	41	16	2	5
281	567	31	0	41	25	2	27
282	631	34	2	41	25	2	24
283	91	8	11	41	2	2	0
284	334	19	29	41	13	2	18
285	322	19	11	41	11	2	2
286	207	13	27	41	3	2	15
287	648	34	27	41	12	2	20
288	503	27	31	41	23	2	11
289	585	31	27	41	12	2	6
290	588	32	0	41	13	2	29
291	480	26	27	41	23	2	1
292	137	10	17	41	26	2	17
293	333	19	27	41	12	2	8
294	708	37	23	41	19	2	10
295	710	37	26	41	15	2	7
296	686	36	21	41	6	2	21
297	649	34	29	41	2	2	6
298	633	34	5	41	17	2	17
299	654	35	5	41	27	2	19
300	147	11	0	41	6	2	17
301	88	8	6	41	16	2	21
302	419	23	31	41	29	2	8
303	582	31	23	41	15	2	23
304	247	15	24	41	11	2	13
305	26	5	8	41	19	2	1
306	143	10	26	41	2	2	13
307	79	7	24	41	1	2	22
308	573	31	9	41	10	2	27
309	316	19	2	41	29	2	3
310	473	26	17	41	23	2	9
311	155	11	12	41	3	2	21
312	328	19	20	41	10	2	22
313	222	14	18	41	11	2	11
314	742	39	11	41	27	2	17
315	60	6	27	41	6	2	26
316	200	13	17	41	8	2	3
317	44	6	3	41	8	2	18
318	713	37	31	41	7	2	25
319	172	12	6	41	13	2	21
320	388	22	15	41	4	2	27
321	604	32	24	41	1	2	26
322	627	33	27	41	16	2	0
323	734	38	31	41	3	2	19
324	537	29	18	41	19	2	24
325	174	12	9	41	10	2	8
326	418	23	29	41	16	2	3
327	599	32	17	41	16	2	17
328	313	18	29	41	4	2	24
329	37	5	24	41	30	2	15
330	393	22	23	41	11	2	12
331	70	7	11	41	8	2	3
332	532	29	11	41	19	2	3
333	206	13	26	41	5	2	25
334	15	4	23	41	12	2	25
335	692	36	31	41	27	2	2
336	715	38	2	41	8	2	21
337	117	9	18	41	25	2	16
338	220	14	15	41	24	2	13
339	661	35	15	41	25	2	2
340	450	25	14	41	16	2	11
341	630	34	0	41	29	2	8
342	125	9	31	41	26	2	20
343	706	37	20	41	13	2	28
344	30	5	14	41	5	2	6
345	632	34	3	41	4	2	6
346	180	12	18	41	18	2	29
347	720	38	9	41	23	2	23
348	238	15	11	41	24	2	15
349	225	14	23	41	24	2	17
350	433	24	20	41	20	2	13
351	54	6	18	41	22	2	23
352	668	35	26	41	23	2	4
353	253	16	2	41	25	2	18
354	615	33	9	41	14	2	28
355	603	32	23	41	9	2	23
356	76	7	20	41	23	2	29
357	64	7	2	41	16	2	0
358	157	11	15	41	28	2	10
359	438	24	27	41	9	2	8
360	570	31	5	41	12	2	19
361	234	15	5	41	1	2	20
362	96	8	18	41	15	2	3
363	135	10	14	41	7	2	13
364	186	12	27	41	22	2	5
365	479	26	26	41	12	2	29
366	408	23	14	41	1	2	15
367	717	38	5	41	28	2	0
368	115	9	15	41	8	2	11
369	195	13	9	41	25	2	8
370	552	30	9	41	23	2	26
371	345	20	14	41	27	2	12
372	80	7	26	41	10	2	0
373	595	32	11	41	15	2	26
374	373	21	24	41	4	2	0
375	441	25	0	41	28	2	1
376	342	20	9	41	21	2	7
377	745	39	15	41	12	2	0
378	18	4	27	41	9	2	6
379	464	26	3	41	20	2	22
380	299	18	8	41	28	2	19
381	458	25	26	41	21	2	27
382	406	23	11	41	7	2	23
383	5	4	8	41	23	2	23
384	376	21	29	41	25	2	28
385	646	34	24	41	26	2	17
386	329	19	21	41	30	2	3
387	152	11	8	41	2	2	24
388	110	9	8	41	6	2	29
389	356	20	31	41	3	2	24
390	657	35	9	41	29	2	16
391	519	28	23	41	11	2	10
392	421	24	2	41	17	2	12
393	487	27	6	41	2	2	18
394	724	38	15	41	25	2	0
395	506	28	3	41	13	2	24
396	344	20	12	41	24	2	19
397	500	27	26	41	18	2	26
398	144	10	27	41	4	2	26
399	434	24	21	41	18	2	26
400	671	35	31	41	9	2	21
401	360	21	5	41	27	2	21
402	634	34	6	41	20	2	23
403	683	36	17	41	3	2	0
404	27	5	9	41	18	2	12
405	620	33	17	41	17	2	25
406	754	39	29	41	22	2	22
407	462	26	0	41	3	2	25
408	242	15	17	41	10	2	0
409	249	15	27	41	14	2	24
410	7	4	11	41	22	2	25
411	49	6	11	41	15	2	1
412	542	29	26	41	12	2	24
413	477	26	23	41	29	2	19
414	183	12	23	41	1	2	18
415	107	9	3	41	18	2	6
416	647	34	26	41	8	2	8
417	555	30	14	41	29	2	16
418	226	14	24	41	29	2	8
419	723	38	14	41	13	2	12
420	528	29	5	41	28	2	23
421	575	31	12	41	15	2	17
422	459	25	27	41	16	2	1
423	428	24	12	41	13	2	28
424	566	30	31	41	5	2	12
425	304	18	15	41	21	2	17
426	280	17	11	41	22	2	21
427	258	16	9	41	14	2	24
428	448	25	11	41	22	2	16
429	72	7	14	41	26	2	12
430	31	5	15	41	27	2	0
431	312	18	27	41	5	2	22
432	755	39	31	41	3	2	24
433	562	30	24	41	20	2	22
434	625	33	24	41	4	2	3
435	613	33	6	41	18	2	17
436	208	13	29	41	28	2	0
437	315	19	0	41	30	2	2
438	127	10	2	41	22	2	13
439	275	17	3	41	25	2	8
440	449	25	12	41	26	2	11
441	83	7	31	41	29	2	5
442	451	25	15	41	11	2	26
443	113	9	12	41	16	2	5
444	369	21	18	41	11	2	7
445	682	36	15	41	16	2	15
446	364	21	11	41	8	2	15
447	635	34	8	41	2	2	3
448	670	35	29	41	19	2	20
449	274	17	2	41	16	2	25
450	119	9	21	41	18	2	9
451	468	26	9	41	17	2	16
452	77	7	21	41	4	2	24
453	607	32	29	41	9	2	1
454	457	25	24	41	4	2	9
455	211	14	2	41	7	2	9
456	626	33	26	41	14	2	23
457	95	8	17	41	25	2	19
458	399	23	0	41	4	2	19
459	447	25	9	41	14	2	16
460	716	38	3	41	18	2	4
461	432	24	18	41	17	2	15
462	74	7	17	41	20	2	18
463	61	6	29	41	5	2	21
464	223	14	20	41	6	2	28
465	641	34	17	41	6	2	23
466	551	30	8	41	5	2	11
467	352	20	24	41	9	2	22
468	403	23	6	41	18	2	3
469	56	6	21	41	22	2	28
470	560	30	21	41	28	2	25
471	751	39	24	41	1	2	1
472	602	32	21	41	10	2	14
473	190	13	2	41	21	2	23
474	502	27	29	41	25	2	22
475	463	26	2	41	6	2	1
476	616	33	11	41	30	2	8
477	678	36	9	41	17	2	9
478	577	31	15	41	24	2	3
479	32	5	17	41	18	2	18
480	100	8	24	41	14	2	14
481	375	21	27	41	20	2	22
482	184	12	24	41	25	2	20
483	739	39	6	41	16	2	14
484	426	24	9	41	18	2	10
485	273	17	0	41	19	2	15
486	598	32	15	41	24	2	14
487	466	26	6	41	24	2	17
488	75	7	18	41	8	2	29
489	166	11	29	41	29	2	1
490	378	22	0	41	10	2	18
491	65	7	3	41	22	2	19
492	737	39	3	41	25	2	15
493	509	28	8	41	13	2	14
494	228	14	27	41	17	2	7
495	608	32	31	41	4	2	28
496	13	4	20	41	5	2	1
497	140	10	21	41	5	2	15
498	34	5	20	41	30	2	22
499	224	14	21	41	3	2	23
500	346	20	15	41	3	2	13
501	372	21	23	41	11	2	1
502	707	37	21	41	28	2	25
503	109	9	6	41	16	2	21
504	664	35	20	41	12	2	17
505	593	32	8	41	1	2	20
506	410	23	17	41	16	2	15
507	673	36	2	41	11	2	2
508	203	13	21	41	29	2	28
509	535	29	15	41	27	2	5
510	105	9	0	41	10	2	5
511	705	37	18	41	26	2	17
512	491	27	12	41	12	2	17
513	102	8	27	41	9	2	23
514	371	21	21	41	24	2	18
515	474	26	18	41	11	2	20
516	367	21	15	41	4	2	28
517	642	34	18	41	15	2	18
518	173	12	8	41	12	2	27
519	669	35	27	41	29	2	21
520	712	37	29	41	30	2	18
521	539	29	21	41	23	2	22
522	622	33	20	41	14	2	15
523	729	38	23	41	27	2	17
524	514	28	15	41	25	2	16
525	262	16	15	41	8	2	5
526	663	35	18	41	10	2	19
527	139	10	20	41	3	2	8
528	513	28	14	41	25	2	17
529	28	5	11	41	16	2	10
530	638	34	12	41	13	2	9
531	8	4	12	41	28	2	26
532	711	37	27	41	20	2	5
533	429	24	14	41	24	2	8
534	460	25	29	41	15	2	0
535	343	20	11	41	9	2	13
536	103	8	29	41	4	2	9
537	156	11	14	41	12	2	22
538	662	35	17	41	1	2	2
539	317	19	3	41	28	2	8
540	188	12	31	41	8	2	18
541	743	39	12	41	11	2	16
542	694	37	2	41	1	2	29
543	351	20	23	41	9	2	6
544	587	31	31	41	29	2	5
545	674	36	3	41	28	2	27
546	672	36	0	41	12	2	3
547	101	8	26	41	25	2	7
548	292	17	29	41	15	2	28
549	496	27	20	41	19	2	19
550	358	21	2	41	17	2	27
551	574	31	11	41	13	2	7
552	59	6	26	41	7	2	24
553	193	13	6	41	12	2	4
554	493	27	15	41	9	2	0
555	213	14	5	41	28	2	6
556	132	10	9	41	22	2	21
557	121	9	24	41	8	2	7
558	62	6	31	41	21	2	3
559	700	37	11	41	4	2	12
560	296	18	3	41	18	2	6
561	416	23	26	41	18	2	3
562	283	17	15	41	7	2	21
563	476	26	21	41	5	2	10
564	675	36	5	41	17	2	11
565	281	17	12	41	10	2	21
566	98	8	21	41	1	2	17
567	465	26	5	41	26	2	7
568	515	28	17	41	20	2	23
569	108	9	5	41	20	2	9
570	264	16	18	41	2	2	2
571	46	6	6	41	6	2	11
572	177	12	14	41	8	2	22
573	527	29	3	41	27	2	11
574	381	22	5	41	10	2	21
575	524	28	31	41	1	2	26
576	645	34	23	41	8	2	22
577	67	7	6	41	2	2	7
578	53	6	17	41	26	2	28
579	17	4	26	41	8	2	21
580	508	28	6	41	11	2	19
581	402	23	5	41	23	2	17
582	727	38	20	41	2	2	21
583	412	23	20	41	16	2	29
584	580	31	20	41	12	2	14
585	235	15	6	41	24	2	15
586	136	10	15	41	4	2	24
587	111	9	9	41	20	2	6
588	722	38	12	41	16	2	8
589	644	34	21	41	14	2	12
590	131	10	8	41	21	2	0
591	703	37	15	41	25	2	1
592	576	31	14	41	9	2	17
593	740	39	8	41	4	2	14
594	753	39	27	41	12	2	29
595	2	4	3	41	10	2	17
596	246	15	23	41	5	2	9
597	677	36	8	41	18	2	6
598	735	39	0	41	1	2	27
599	643	34	20	41	21	2	18
600	442	25	2	41	19	2	0
601	557	30	17	41	5	2	3
602	736	39	2	41	11	2	22
603	354	20	27	41	18	2	27
604	141	10	23	41	28	2	4
605	335	19	31	41	9	2	9
606	86	8	3	41	19	2	20
607	689	36	26	41	2	2	3
608	160	11	20	41	8	2	15
609	270	16	27	41	14	2	13
610	676	36	6	41	14	2	1
611	289	17	24	41	14	2	1
612	130	10	6	41	11	2	28
613	12	4	18	41	29	2	9
614	471	26	14	41	20	2	2
615	697	37	6	41	16	2	17
616	422	24	3	41	20	2	29
617	162	11	23	41	22	2	16
618	688	36	24	41	2	2	17
619	161	11	21	41	6	2	29
620	650	34	31	41	22	2	28
621	164	11	26	41	19	2	4
622	337	20	2	41	20	2	23
623	366	21	14	41	23	2	1
624	518	28	21	41	19	2	4
625	201	13	18	41	7	2	11
626	134	10	12	41	23	2	3
627	439	24	29	41	12	2	2
628	744	39	14	41	4	2	3
629	355	20	29	41	14	2	18
630	731	38	26	41	16	2	10
631	298	18	6	41	26	2	14
632	609	33	0	41	13	2	22
633	176	12	12	41	14	2	17
634	510	28	9	41	22	2	26
635	472	26	15	41	25	2	2
636	612	33	5	41	11	2	5
637	277	17	6	41	28	2	11
638	216	14	9	41	3	2	3
639	680	36	12	41	5	2	20
640	453	25	18	41	21	2	5
641	623	33	21	41	25	2	20
642	120	9	23	41	29	2	20
643	230	14	31	41	23	2	12
644	470	26	12	41	26	2	28
645	397	22	29	41	12	2	17
646	282	17	14	41	3	2	18
647	41	5	31	41	26	2	0
648	659	35	12	41	11	2	23
649	52	6	15	41	3	2	18
650	359	21	3	41	11	2	25
651	698	37	8	41	5	2	18
652	741	39	9	41	28	2	15
653	681	36	14	41	15	2	6
654	336	20	0	41	9	2	9
655	271	16	29	41	8	2	13
656	709	37	24	41	3	2	4
657	486	27	5	41	24	2	2
658	21	5	0	41	4	2	19
659	306	18	18	41	28	2	15
660	414	23	23	41	23	2	6
661	250	15	29	41	3	2	9
662	475	26	20	41	6	2	16
663	78	7	23	41	23	2	3
664	387	22	14	41	17	2	8
665	637	34	11	41	16	2	7
666	725	38	17	41	19	2	4
667	382	22	6	41	11	2	21
668	309	18	23	41	10	2	5
669	153	11	9	41	29	2	10
670	413	23	21	41	24	2	9
671	50	6	12	41	12	2	3
672	640	34	15	41	18	2	5
673	290	17	26	41	7	2	17
674	504	28	0	41	16	2	7
675	218	14	12	41	22	2	0
676	494	27	17	41	28	2	15
677	268	16	24	41	6	2	0
678	544	29	29	41	28	2	3
679	534	29	14	41	15	2	15
680	693	37	0	41	19	2	20
681	294	18	0	41	3	2	16
682	423	24	5	41	10	2	25
683	20	4	31	41	8	2	22
684	738	39	5	41	27	2	13
685	679	36	11	41	19	2	24
686	69	7	9	41	24	2	29
687	142	10	24	41	24	2	0
688	549	30	5	41	4	2	2
689	701	37	12	41	26	2	13
690	217	14	11	41	13	2	14
691	301	18	11	41	26	2	12
692	341	20	8	41	6	2	8
693	133	10	11	41	19	2	15
694	653	35	3	41	9	2	28
695	374	21	26	41	6	2	10
696	325	19	15	41	18	2	29
697	478	26	24	41	23	2	28
698	377	21	31	41	3	2	10
699	104	8	31	41	15	2	1
700	99	8	23	41	5	2	13
701	0	4	0	41	3	2	12
702	279	17	9	41	17	2	11
703	199	13	15	41	6	2	7
704	660	35	14	41	29	2	22
705	90	8	9	41	21	2	27
706	128	10	3	41	26	2	18
707	63	7	0	41	4	2	13
708	227	14	26	41	23	2	0
709	25	5	6	41	7	2	18
710	187	12	29	41	4	2	15
711	732	38	27	41	3	2	5
712	497	27	21	41	5	2	2
713	97	8	20	41	26	2	21
714	191	13	3	41	1	2	19
715	269	16	26	41	10	2	11
716	210	14	0	41	14	2	17
717	572	31	8	41	28	2	17
718	347	20	17	41	7	2	10
719	58	6	24	41	7	2	29
720	92	8	12	41	9	2	29
721	158	11	17	41	22	2	12
722	124	9	29	41	24	2	29
723	380	22	3	41	22	2	21
724	251	15	31	41	6	2	26
725	330	19	23	41	11	2	18
726	691	36	29	41	24	2	19
727	194	13	8	41	19	2	17
728	424	24	6	41	4	2	18
729	540	29	23	41	25	2	17
730	248	15	26	41	1	2	2
731	51	6	14	41	7	2	3
732	198	13	14	41	27	2	17
733	185	12	26	41	20	2	27
734	357	21	0	41	15	2	24
735	241	15	15	41	9	2	0
736	624	33	23	41	3	2	3
737	29	5	12	41	28	2	10
738	696	37	5	41	28	2	26
739	684	36	18	41	20	2	26
740	126	10	0	41	30	2	10
741	16	4	24	41	5	2	17
742	57	6	23	41	29	2	7
743	748	39	20	41	9	2	8
744	148	11	2	41	1	2	20
745	652	35	2	41	29	2	2
746	699	37	9	41	2	2	10
747	163	11	24	41	25	2	9
748	490	27	11	41	11	2	15
749	167	11	31	41	19	2	18
750	656	35	8	41	12	2	16
751	431	24	17	41	26	2	19
752	655	35	6	41	20	2	3
753	584	31	26	41	16	2	26
754	379	22	2	41	11	2	13
755	563	30	26	41	30	2	10
756	265	16	20	41	20	2	27
757	185	12	26	41	11	2	28
758	408	23	14	41	3	2	14
759	528	29	5	41	2	2	1
760	233	15	3	41	5	2	2
761	435	24	23	41	28	2	29
762	531	29	9	41	7	2	0
763	102	8	27	41	7	2	15
764	386	22	12	41	22	2	14
765	304	18	15	41	30	2	4
766	570	31	5	41	23	2	1
767	160	11	20	41	2	2	5
768	87	8	5	41	29	2	9
769	74	7	17	41	4	2	7
770	28	5	11	41	7	2	5
771	561	30	23	41	13	2	5
772	260	16	12	41	19	2	25
773	331	19	24	41	26	2	28
774	336	20	0	41	1	2	18
775	474	26	18	41	20	2	8
776	501	27	27	41	10	2	29
777	651	35	0	41	14	2	23
778	289	17	24	41	25	2	1
779	150	11	5	41	11	2	13
780	439	24	29	41	3	2	28
781	1	4	2	41	25	2	15
782	284	17	17	41	23	2	26
783	672	36	0	41	7	2	20
784	237	15	9	41	27	2	4
785	178	12	15	41	27	2	11
786	218	14	12	41	13	2	0
787	63	7	0	41	7	2	29
788	425	24	8	41	11	2	8
789	288	17	23	41	3	2	1
790	351	20	23	41	20	2	16
791	0	4	0	41	19	2	7
792	449	25	12	41	3	2	24
793	397	22	29	41	2	2	22
794	108	9	5	41	6	2	16
795	82	7	29	41	3	2	27
796	539	29	21	41	21	2	4
797	224	14	21	41	4	2	16
798	418	23	29	41	3	2	21
799	152	11	8	41	11	2	23
800	268	16	24	41	19	2	20
801	515	28	17	41	27	2	29
802	718	38	6	41	23	2	19
803	694	37	2	41	6	2	9
804	80	7	26	41	22	2	5
805	516	28	18	41	24	2	24
806	723	38	14	41	22	2	2
807	446	25	8	41	19	2	14
808	50	6	12	41	14	2	12
809	405	23	9	41	7	2	16
810	383	22	8	41	16	2	14
811	320	19	8	41	12	2	23
812	479	26	26	41	8	2	13
813	512	28	12	41	11	2	13
814	334	19	29	41	5	2	4
815	326	19	17	41	15	2	21
816	278	17	8	41	29	2	28
817	729	38	23	41	28	2	8
818	162	11	23	41	7	2	25
819	458	25	26	41	27	2	10
820	506	28	3	41	27	2	23
821	571	31	6	41	26	2	29
822	101	8	26	41	19	2	5
823	612	33	5	41	15	2	4
824	266	16	21	41	25	2	23
825	358	21	2	41	11	2	10
826	366	21	14	41	25	2	3
827	580	31	20	41	25	2	19
828	142	10	24	41	10	2	22
829	322	19	11	41	15	2	26
830	202	13	20	41	1	2	20
831	364	21	11	41	30	2	21
832	613	33	6	41	25	2	0
833	262	16	15	41	7	2	21
834	585	31	27	41	22	2	16
835	24	5	5	41	19	2	2
836	434	24	21	41	23	2	11
837	548	30	3	41	23	2	6
838	10	4	15	41	3	2	24
839	393	22	23	41	27	2	16
840	169	12	2	41	21	2	7
841	114	9	14	41	25	2	11
842	297	18	5	41	8	2	22
843	627	33	27	41	9	2	1
844	342	20	9	41	11	2	6
845	469	26	11	41	5	2	5
846	338	20	3	41	28	2	25
847	649	34	29	41	7	2	26
848	109	9	6	41	10	2	13
849	605	32	26	41	14	2	23
850	51	6	14	41	11	2	28
851	151	11	6	41	28	2	7
852	76	7	20	41	29	2	21
853	444	25	5	41	23	2	25
854	443	25	3	41	1	2	19
855	716	38	3	41	20	2	6
856	673	36	2	41	29	2	25
857	14	4	21	41	16	2	6
858	319	19	6	41	1	2	10
859	256	16	6	41	16	2	0
860	436	24	24	41	25	2	20
861	305	18	17	41	2	2	17
862	199	13	15	41	13	2	4
863	167	11	31	41	25	2	20
864	549	30	5	41	9	2	11
865	267	16	23	41	1	2	28
866	122	9	26	41	2	2	21
867	556	30	15	41	23	2	7
868	697	37	6	41	30	2	19
869	683	36	17	41	26	2	22
